"date"	"ws"	"wd"	"nox"	"no2"	"o3"	"pm10"	"so2"	"co"	"pm25"
"30918"	2001-07-12 05:00:00	4.92	220	243	39	2	41	4.79	1.175	30
"30919"	2001-07-12 06:00:00	6.48	230	349	49	2	53	6.91	2.175	38
"30920"	2001-07-12 07:00:00	6.72	240	319	48	2	60	7.14	2.65	39
"30921"	2001-07-12 08:00:00	7.2	240	299	44	2	52	6.7125	2.05	31
"30922"	2001-07-12 09:00:00	8.639999	230	256	42	3	57	6.01	1.675	31
"30923"	2001-07-12 10:00:00	6.96	230	266	74	5	63	5.86	1.725	34
"30924"	2001-07-12 11:00:00	6.24	270	192	50	4	41	4.705	1.6	19
"30925"	2001-07-12 12:00:00	9.48	280	305	53	3	43	6.7775	2.1	30
"30926"	2001-07-12 13:00:00	9	250	422	83	4	53	9.5375	2.7	29
"30927"	2001-07-12 14:00:00	8.76	250	362	63	4	45	9.28	2.525	28
"30928"	2001-07-12 15:00:00	8.52	240	426	67	3	50	9.835	3.65	36
"30929"	2001-07-12 16:00:00	9.6	230	449	70	3	48	10.435	3.8	NA
"30930"	2001-07-12 17:00:00	9.72	250	307	57	5	41	8.105	2.95	19
"30931"	2001-07-12 18:00:00	9.24	260	239	46	4	36	6.65	2.375	23
"30932"	2001-07-12 19:00:00	7.68	260	373	28	2	45	9.3025	3.975	28
"30933"	2001-07-12 20:00:00	5.88	260	287	50	1	40	7.0575	2.6	28
"30934"	2001-07-12 21:00:00	6	250	276	39	1	40	6.78	2.325	26
"30935"	2001-07-12 22:00:00	6.12	250	261	39	1	42	6.16	2.525	26
"30936"	2001-07-12 23:00:00	6.84	240	222	37	1	36	5.24	1.825	21
"30937"	2001-07-13 00:00:00	6.84	230	146	28	2	28	3.6125	1.15	16
"30938"	2001-07-13 01:00:00	5.64	240	126	24	3	25	3.363333	0.8	13
"30939"	2001-07-13 02:00:00	5.28	240	102	25	4	23	3.136667	0.6666667	14
"30940"	2001-07-13 03:00:00	4.92	230	115	25	3	22	2.8875	0.775	12
"30941"	2001-07-13 04:00:00	5.64	230	120	24	4	25	2.95	0.675	16
"30942"	2001-07-13 05:00:00	6.24	220	211	28	2	36	4.6625	1.075	25
"30943"	2001-07-13 06:00:00	6.12	220	374	29	2	55	7.9775	2.85	40
"30944"	2001-07-13 07:00:00	6.6	230	521	55	2	76	10.4575	4.175	46
"30945"	2001-07-13 08:00:00	7.08	240	493	99	2	69	10.1375	3.2	39
"30946"	2001-07-13 09:00:00	7.2	230	476	86	2	80	9.985	3.025	40
"30947"	2001-07-13 10:00:00	6.84	240	442	72	2	63	9.86	3.05	42
"30948"	2001-07-13 11:00:00	7.32	250	460	80	3	59	9.71	2.925	37
"30949"	2001-07-13 12:00:00	7.2	230	444	82	3	54	9.8125	2.775	37
"30950"	2001-07-13 13:00:00	4.68	230	410	95	4	52	9.9425	3	33
"30951"	2001-07-13 14:00:00	3.72	280	113	31	8	24	3.7	0.975	13
"30952"	2001-07-13 15:00:00	5.88	270	408	89	3	46	9.26	4.25	36
"30953"	2001-07-13 16:00:00	7.2	210	374	68	2	48	8.53	4.725	33
"30954"	2001-07-13 17:00:00	3.84	210	341	64	2	46	7.3125	4.5	32
"30955"	2001-07-13 18:00:00	4.32	220	433	46	1	49	8.7875	6.225	32
"30956"	2001-07-13 19:00:00	4.8	190	455	59	1	48	9.665	5.8	35
"30957"	2001-07-13 20:00:00	4.68	190	314	56	1	40	6.9075	3.4	24
"30958"	2001-07-13 21:00:00	3.84	210	269	43	0	37	6.18	2.85	25
"30959"	2001-07-13 22:00:00	3.36	220	280	42	0	43	6.16	2.85	27
"30960"	2001-07-13 23:00:00	2.28	200	239	28	0	37	5.4975	2.275	23
"30961"	2001-07-14 00:00:00	2.88	220	218	35	0	32	4.9625	2.45	18
"30962"	2001-07-14 01:00:00	2.28	210	183	24	0	28	4.276667	1.566667	17
"30963"	2001-07-14 02:00:00	2.4	210	163	25	1	27	4.65	1.333333	17
"30964"	2001-07-14 03:00:00	1.44	240	151	25	1	26	3.895	1.175	16
"30965"	2001-07-14 04:00:00	0.96	320	98	17	1	22	3.08	0.8	14
"30966"	2001-07-14 05:00:00	1.32	350	65	17	1	17	2.265	0.55	13
"30967"	2001-07-14 06:00:00	1.44	340	78	21	1	18	2.48	0.6	14
"30968"	2001-07-14 07:00:00	1.8	220	86	22	1	22	2.7575	0.7	16
"30969"	2001-07-14 08:00:00	1.92	300	85	21	2	23	2.76	0.725	15
"30970"	2001-07-14 09:00:00	2.76	20	88	22	3	25	3.1875	0.9	19
"30971"	2001-07-14 10:00:00	2.52	360	61	20	6	24	2.7375	0.65	13
"30972"	2001-07-14 11:00:00	3.12	360	54	18	7	20	2.7575	0.55	13
"30973"	2001-07-14 12:00:00	3	350	42	15	13	18	2.5425	0.5	8
"30974"	2001-07-14 13:00:00	3.36	340	37	15	18	13	2.3725	0.475	8
"30975"	2001-07-14 14:00:00	3.24	320	37	16	22	21	1.9875	0.475	11
"30976"	2001-07-14 15:00:00	3.24	330	34	13	24	11	1.9875	0.45	8
"30977"	2001-07-14 16:00:00	2.64	330	43	19	22	11	1.6675	0.475	8
"30978"	2001-07-14 17:00:00	3.36	330	41	17	18	14	1.7775	0.5	12
"30979"	2001-07-14 18:00:00	3.36	330	46	21	15	16	2.565	0.525	11
"30980"	2001-07-14 19:00:00	2.64	320	46	22	13	14	1.945	0.575	15
"30981"	2001-07-14 20:00:00	2.88	310	67	27	6	22	1.99	0.975	14
"30982"	2001-07-14 21:00:00	2.64	300	68	26	4	20	1.86	0.9	15
"30983"	2001-07-14 22:00:00	3.24	280	69	23	6	20	1.9675	0.85	13
"30984"	2001-07-14 23:00:00	1.92	280	63	20	5	16	1.905	0.95	10
"30985"	2001-07-15 00:00:00	2.16	280	78	22	4	16	2.46	0.975	14
"30986"	2001-07-15 01:00:00	2.64	250	76	23	3	15	3.023333	0.7333333	12
"30987"	2001-07-15 02:00:00	2.16	280	114	27	1	25	3.733333	1.366667	20
"30988"	2001-07-15 03:00:00	1.92	290	72	21	1	20	2.225	0.85	14
"30989"	2001-07-15 04:00:00	1.92	280	90	22	2	18	2.76	0.725	11
"30990"	2001-07-15 05:00:00	1.68	290	88	19	3	21	2.67	0.8	12
"30991"	2001-07-15 06:00:00	1.8	280	86	18	6	20	2.6725	0.775	12
"30992"	2001-07-15 07:00:00	1.68	290	70	19	9	14	2.245	0.525	10
"30993"	2001-07-15 08:00:00	3.72	280	81	22	9	20	2.7175	0.7	15
"30994"	2001-07-15 09:00:00	4.08	260	123	30	8	20	3.25	1.175	14
"30995"	2001-07-15 10:00:00	3.6	260	90	23	11	16	2.8225	0.825	12
"30996"	2001-07-15 11:00:00	3.6	250	82	22	11	16	2.3525	0.925	11
"30997"	2001-07-15 12:00:00	2.88	270	120	29	8	20	3.0575	1.275	13
"30998"	2001-07-15 13:00:00	3.36	240	158	26	6	22	4.2125	1.55	17
"30999"	2001-07-15 14:00:00	3.12	250	199	40	6	31	5.13	1.8	17
"31000"	2001-07-15 15:00:00	3.48	250	198	44	5	29	4.81	1.95	17
"31001"	2001-07-15 16:00:00	4.68	290	173	33	9	19	4.36	2.2	18
"31002"	2001-07-15 17:00:00	4.44	210	430	74	3	41	9.475	5.175	29
"31003"	2001-07-15 18:00:00	4.08	210	220	45	3	30	5.4525	2.425	21
"31004"	2001-07-15 19:00:00	3.24	210	266	48	2	37	6.1175	3	26
"31005"	2001-07-15 20:00:00	3.96	210	254	45	2	35	6.115	2.9	23
"31006"	2001-07-15 21:00:00	3.48	200	241	38	2	31	5.5625	2.525	22
"31007"	2001-07-15 22:00:00	1.92	230	256	41	1	31	5.9225	2.45	24
"31008"	2001-07-15 23:00:00	1.92	270	150	30	1	27	4.02	1.675	16
"31009"	2001-07-16 00:00:00	2.16	310	96	28	0	17	2.33	0.8	14
"31010"	2001-07-16 01:00:00	1.92	290	109	29	0	18	2.566667	0.8	10
"31011"	2001-07-16 02:00:00	2.16	300	49	24	2	12	1.766667	0.4	7
"31012"	2001-07-16 03:00:00	1.68	300	82	24	1	16	1.8175	0.475	15
"31013"	2001-07-16 04:00:00	1.8	290	186	33	1	24	4.255	0.95	19
"31014"	2001-07-16 05:00:00	1.92	300	174	33	1	31	4.705	0.975	27
"31015"	2001-07-16 06:00:00	1.8	280	168	36	2	29	5.1325	1.075	21
"31016"	2001-07-16 07:00:00	1.2	300	154	36	3	27	4.7875	1.025	21
"31017"	2001-07-16 08:00:00	1.2	290	328	56	2	53	9.195	2.025	44
"31018"	2001-07-16 09:00:00	2.64	270	256	53	4	48	6.8875	1.475	28
"31019"	2001-07-16 10:00:00	2.4	210	111	39	6	29	3.85	0.8	4
"31020"	2001-07-16 11:00:00	3.6	200	115	41	6	28	3.74	0.825	27
"31021"	2001-07-16 12:00:00	3.36	250	98	38	5	28	3.1875	0.7	NA
"31022"	2001-07-16 13:00:00	2.76	240	84	34	10	28	3.035	0.625	11
"31023"	2001-07-16 14:00:00	1.68	240	119	47	10	27	3.785	1.025	25
"31024"	2001-07-16 15:00:00	1.56	230	113	47	9	28	3.825	1.05	18
"31025"	2001-07-16 16:00:00	4.2	260	92	44	8	29	3.3375	1.05	19
"31026"	2001-07-16 17:00:00	4.68	220	212	57	6	33	5.8375	2.725	20
"31027"	2001-07-16 18:00:00	2.88	220	232	61	5	32	6.135	2.875	20
"31028"	2001-07-16 19:00:00	4.44	200	200	48	5	32	6.01	1.925	23
"31029"	2001-07-16 20:00:00	4.44	210	244	44	3	34	6.115	1.975	20
"31030"	2001-07-16 21:00:00	2.76	200	214	49	1	31	5.39	1.525	19
"31031"	2001-07-16 22:00:00	3.12	170	208	46	1	28	5.4325	1.55	21
"31032"	2001-07-16 23:00:00	2.28	180	178	49	1	30	4.64	1.35	15
"31033"	2001-07-17 00:00:00	2.16	160	110	34	7	20	3.0775	0.75	11
"31034"	2001-07-17 01:00:00	2.4	100	61	30	10	16	1.94	0.4	8
"31035"	2001-07-17 02:00:00	2.28	80	92	34	5	15	3.993333	0.4	10
"31036"	2001-07-17 03:00:00	2.4	70	48	27	4	17	2.5625	0.325	11
"31037"	2001-07-17 04:00:00	4.2	60	114	36	1	29	4.595	0.525	22
"31038"	2001-07-17 05:00:00	5.28	80	224	41	1	40	8.1475	1.125	29
"31039"	2001-07-17 06:00:00	5.04	90	296	54	1	50	10.4775	1.725	34
"31040"	2001-07-17 07:00:00	6	100	177	38	3	50	8.4675	1.425	28
"31041"	2001-07-17 08:00:00	7.2	110	138	43	7	44	6.075	1.05	27
"31042"	2001-07-17 09:00:00	7.92	120	80	28	14	37	4.1475	0.625	21
"31043"	2001-07-17 10:00:00	8.28	120	74	29	19	32	4.2125	0.475	17
"31044"	2001-07-17 11:00:00	8.04	130	62	33	21	38	3.9125	0.55	19
"31045"	2001-07-17 12:00:00	5.76	130	97	37	16	40	4.64	0.825	22
"31046"	2001-07-17 13:00:00	7.08	130	83	43	17	36	4.1875	0.675	22
"31047"	2001-07-17 14:00:00	6.72	110	142	44	10	31	4.875	1.3	22
"31048"	2001-07-17 15:00:00	7.8	100	144	38	7	33	5.39	1.45	21
"31049"	2001-07-17 16:00:00	8.88	110	139	43	7	23	4.51	1.775	16
"31050"	2001-07-17 17:00:00	7.32	100	124	45	6	24	4.34	1.875	18
"31051"	2001-07-17 18:00:00	6.6	90	154	37	3	25	4.4075	2.5	19
"31052"	2001-07-17 19:00:00	6.84	80	160	48	3	24	4.6625	2.375	17
"31053"	2001-07-17 20:00:00	4.8	100	78	34	4	17	2.95	0.95	13
"31054"	2001-07-17 21:00:00	3.48	110	150	29	0	22	4.3	1.525	19
"31055"	2001-07-17 22:00:00	2.76	130	203	38	0	32	5.56	1.975	25
"31056"	2001-07-17 23:00:00	2.88	170	188	42	1	32	5.1325	1.7	23
"31057"	2001-07-18 00:00:00	2.88	180	124	29	2	25	4.94	1.1	17
"31058"	2001-07-18 01:00:00	3.6	180	88	24	5	22	4.076667	0.6666667	15
"31059"	2001-07-18 02:00:00	3.84	190	79	18	5	22	4.79	0.6	15
"31060"	2001-07-18 03:00:00	3.48	190	90	24	5	20	4.3625	0.65	17
"31061"	2001-07-18 04:00:00	3.12	210	144	32	3	22	5.1125	0.725	16
"31062"	2001-07-18 05:00:00	4.08	190	195	39	2	41	6.2025	1.2	31
"31063"	2001-07-18 06:00:00	3.48	180	248	43	1	52	7.25	1.725	39
"31064"	2001-07-18 07:00:00	3.12	170	340	59	2	59	9.215	2.9025	45
"31065"	2001-07-18 08:00:00	2.52	140	221	41	4	67	7.8675	2.175	32
"31066"	2001-07-18 09:00:00	2.88	140	NA	NA	5	NA	7.33	1.2	24
"31067"	2001-07-18 10:00:00	4.08	130	NA	NA	NA	NA	NA	NA	25
"31068"	2001-07-18 11:00:00	3.72	90	NA	NA	NA	NA	NA	NA	40
"31069"	2001-07-18 12:00:00	2.64	90	278	66	6	NA	NA	1.825	30
"31070"	2001-07-18 13:00:00	2.64	30	NA	NA	NA	NA	NA	NA	31
"31071"	2001-07-18 14:00:00	2.64	360	98	37	6	27	5.24	0.925	20
"31072"	2001-07-18 15:00:00	2.88	10	102	39	5	24	3.915	1	18
"31073"	2001-07-18 16:00:00	2.4	350	103	36	6	25	3.6775	1.3	19
"31074"	2001-07-18 17:00:00	2.76	360	84	35	7	24	3.015	1.25	18
"31075"	2001-07-18 18:00:00	2.28	350	88	35	5	22	2.6075	1.325	16
"31076"	2001-07-18 19:00:00	3.36	350	53	24	9	16	1.645	0.825	12
"31077"	2001-07-18 20:00:00	3.24	350	41	22	14	15	1.2	0.575	13
"31078"	2001-07-18 21:00:00	4.08	340	32	17	19	22	1.175	0.5	14
"31079"	2001-07-18 22:00:00	3.72	330	23	14	18	18	0.815	0.35	10
"31080"	2001-07-18 23:00:00	3.96	320	28	13	18	10	0.9	0.375	8
"31081"	2001-07-19 00:00:00	3.96	320	26	13	13	11	0.815	0.325	9
"31082"	2001-07-19 01:00:00	3.84	330	18	10	15	14	0.57	0.2333333	10
"31083"	2001-07-19 02:00:00	3.6	330	11	5	24	12	0.8	0.2	6
"31084"	2001-07-19 03:00:00	3.48	330	11	4	25	10	0.66	0.15	7
"31085"	2001-07-19 04:00:00	3.6	330	12	5	27	12	0.3225	0.175	9
"31086"	2001-07-19 05:00:00	4.08	320	24	14	22	16	0.94	0.2	12
"31087"	2001-07-19 06:00:00	4.2	320	36	19	16	16	1.07	0.35	13
"31088"	2001-07-19 07:00:00	4.44	330	45	22	11	22	1.39	0.475	17
"31089"	2001-07-19 08:00:00	3.48	320	55	27	8	21	1.305	0.525	15
"31090"	2001-07-19 09:00:00	5.046	310	56	25	8	21	1.3925	0.375	17
"31091"	2001-07-19 10:00:00	5.568	320	65	25	7	32	1.6475	0.475	20
"31092"	2001-07-19 11:00:00	4.35	310	92	31	9	29	2.33	0.65	21
"31093"	2001-07-19 12:00:00	3.654	300	69	24	10	26	2.01	0.55	17
"31094"	2001-07-19 13:00:00	4.872	310	65	24	12	26	2.0975	0.6	18
"31095"	2001-07-19 14:00:00	4.872	310	52	21	12	25	1.8625	0.425	16
"31096"	2001-07-19 15:00:00	5.568	310	60	24	10	25	1.84	0.6	19
"31097"	2001-07-19 16:00:00	5.046	310	45	23	11	28	1.56	0.425	19
"31098"	2001-07-19 17:00:00	5.046	310	38	20	13	27	0.9425	0.525	17
"31099"	2001-07-19 18:00:00	5.394	310	34	16	12	22	0.92	0.45	15
"31100"	2001-07-19 19:00:00	4.176	320	38	17	11	20	0.6	0.525	15
"31101"	2001-07-19 20:00:00	3.828	320	29	17	10	21	0.2575	0.35	15
"31102"	2001-07-19 21:00:00	3.306	320	29	17	10	20	0.2375	0.325	13
"31103"	2001-07-19 22:00:00	2.784	310	31	17	10	19	0.2375	0.325	13
"31104"	2001-07-19 23:00:00	2.61	310	34	14	9	19	0.47	0.375	12
"31105"	2001-07-20 00:00:00	2.436	290	31	16	10	17	0.32	0.3	11
"31106"	2001-07-20 01:00:00	2.262	290	30	15	7	16	0.4566667	0.2666667	12
"31107"	2001-07-20 02:00:00	2.262	300	28	14	8	17	1.113333	0.2333333	12
"31108"	2001-07-20 03:00:00	2.088	300	23	13	10	16	0.64	0.175	11
"31109"	2001-07-20 04:00:00	2.784	280	88	25	5	20	1.325	0.375	15
"31110"	2001-07-20 05:00:00	2.262	280	181	31	2	33	4.085	0.9	28
"31111"	2001-07-20 06:00:00	1.914	290	166	35	3	36	3.9325	1.025	22
"31112"	2001-07-20 07:00:00	2.088	310	103	25	6	32	2.6725	0.775	18
"31113"	2001-07-20 08:00:00	2.262	310	88	28	11	27	2.0975	0.625	18
"31114"	2001-07-20 09:00:00	2.61	260	120	35	9	31	2.44	0.7	21
"31115"	2001-07-20 10:00:00	2.958	240	321	84	7	47	6.63	1.75	27
"31116"	2001-07-20 11:00:00	2.958	260	466	89	4	62	10.2225	2.7275	45
"31117"	2001-07-20 12:00:00	3.654	230	258	57	6	59	6.8225	1.9	38
"31118"	2001-07-20 13:00:00	4.698	220	394	75	6	61	8.1675	3.005	40
"31119"	2001-07-20 14:00:00	5.046	220	336	72	6	57	7.3575	2.955	35
"31120"	2001-07-20 15:00:00	6.09	210	213	61	7	53	4.49	1.825	32
"31121"	2001-07-20 16:00:00	6.264	220	188	49	8	49	3.91	1.85	29
"31122"	2001-07-20 17:00:00	7.134	210	266	52	7	43	5.325	3.505	24
"31123"	2001-07-20 18:00:00	7.308	220	344	64	5	45	6.7775	4.01	29
"31124"	2001-07-20 19:00:00	5.916	220	407	82	4	47	7.355	4.96	31
"31125"	2001-07-20 20:00:00	4.524	210	232	48	5	40	4.1675	2.475	24
"31126"	2001-07-20 21:00:00	4.176	200	239	58	3	37	3.8275	2.15	28
"31127"	2001-07-20 22:00:00	3.828	180	233	54	2	39	3.5925	2.275	25
"31128"	2001-07-20 23:00:00	5.046	160	194	45	3	32	2.715	1.975	21
"31129"	2001-07-21 00:00:00	6.96	180	121	30	8	22	1.4775	1.225	13
"31130"	2001-07-21 01:00:00	7.308	190	100	29	9	14	1.086667	0.9666666	10
"31131"	2001-07-21 02:00:00	6.612	180	103	30	9	14	1.713333	0.8666667	10
"31132"	2001-07-21 03:00:00	5.568	180	88	25	7	14	1.24	0.725	10
"31133"	2001-07-21 04:00:00	4.35	180	99	21	5	15	1.3925	0.75	11
"31134"	2001-07-21 05:00:00	4.002	190	153	33	2	22	2.225	1.075	19
"31135"	2001-07-21 06:00:00	3.828	200	208	35	1	30	3.615	1.6	25
"31136"	2001-07-21 07:00:00	4.35	210	243	33	1	41	4.385	1.775	27
"31137"	2001-07-21 08:00:00	3.654	230	277	45	2	49	5.3225	2.025	29
"31138"	2001-07-21 09:00:00	5.046	240	282	42	3	49	5.6225	2.075	29
"31139"	2001-07-21 10:00:00	5.22	230	215	47	5	38	4.4025	1.75	24
"31140"	2001-07-21 11:00:00	5.916	220	199	44	6	33	4.51	1.9	22
"31141"	2001-07-21 12:00:00	5.916	240	180	43	6	36	4.1925	1.9	20
"31142"	2001-07-21 13:00:00	5.22	220	186	40	6	33	4.2125	1.85	26
"31143"	2001-07-21 14:00:00	5.394	220	175	42	7	36	4.1025	1.7	22
"31144"	2001-07-21 15:00:00	6.438	220	170	43	7	31	4.105	1.525	18
"31145"	2001-07-21 16:00:00	7.134	220	166	37	7	30	4.0175	1.55	19
"31146"	2001-07-21 17:00:00	7.308	200	152	33	6	27	3.7	1.8	17
"31147"	2001-07-21 18:00:00	6.96	200	175	37	5	29	4.15	2	21
"31148"	2001-07-21 19:00:00	5.916	210	166	36	3	31	4.1275	2.175	21
"31149"	2001-07-21 20:00:00	5.568	200	171	42	3	25	3.6325	1.95	18
"31150"	2001-07-21 21:00:00	6.09	200	191	43	3	28	3.9775	2.35	21
"31151"	2001-07-21 22:00:00	5.22	210	204	40	2	33	4.02	2.5275	23
"31152"	2001-07-21 23:00:00	4.698	210	208	29	2	35	3.955	2.4775	23
"31153"	2001-07-22 00:00:00	4.176	210	194	32	2	32	3.44	2.025	21
"31154"	2001-07-22 01:00:00	4.35	210	137	18	2	27	2.736667	1.566667	19
"31155"	2001-07-22 02:00:00	4.698	210	137	22	3	28	3.193333	1.6	19
"31156"	2001-07-22 03:00:00	4.002	200	132	24	3	26	2.6725	1.275	17
"31157"	2001-07-22 04:00:00	3.828	200	109	27	4	24	2.075	0.825	17
"31158"	2001-07-22 05:00:00	3.48	190	104	21	4	28	2.135	0.975	20
"31159"	2001-07-22 06:00:00	4.002	200	135	28	3	29	2.6925	1.3	22
"31160"	2001-07-22 07:00:00	4.176	200	158	27	3	31	3.2275	1.325	23
"31161"	2001-07-22 08:00:00	3.654	220	191	47	3	35	3.8475	1.725	25
"31162"	2001-07-22 09:00:00	4.002	210	224	41	4	40	5.005	2.1775	26
"31163"	2001-07-22 10:00:00	2.958	220	182	38	4	38	4.21	1.8	23
"31164"	2001-07-22 11:00:00	2.784	250	167	35	4	38	3.5275	1.8	26
"31165"	2001-07-22 12:00:00	3.654	200	215	42	3	41	4.5975	2.7575	29
"31166"	2001-07-22 13:00:00	4.524	210	219	44	4	42	4.79	3.0575	28
"31167"	2001-07-22 14:00:00	3.654	200	213	37	4	41	4.5325	2.8325	28
"31168"	2001-07-22 15:00:00	1.914	230	219	50	3	41	4.7025	2.5525	29
"31169"	2001-07-22 16:00:00	1.218	290	96	34	3	23	2.01	1.375	16
"31170"	2001-07-22 17:00:00	2.262	210	265	37	2	40	5.005	3.435	29
"31171"	2001-07-22 18:00:00	3.132	200	252	43	2	41	4.94	3.3825	24
"31172"	2001-07-22 19:00:00	2.61	210	230	40	1	34	4.2325	2.705	24
"31173"	2001-07-22 20:00:00	1.914	200	220	44	1	35	4.2975	2.6275	22
"31174"	2001-07-22 21:00:00	2.088	200	225	31	1	33	4.1925	2.455	21
"31175"	2001-07-22 22:00:00	2.088	220	210	42	1	32	3.655	2.225	23
"31176"	2001-07-22 23:00:00	1.74	220	191	32	1	33	3.7	1.85	24
"31177"	2001-07-23 00:00:00	0.696	300	143	31	0	28	2.78	1.275	19
"31178"	2001-07-23 01:00:00	0.87	290	124	33	0	24	2.306667	0.9	18
"31179"	2001-07-23 02:00:00	1.218	280	129	32	0	24	3.25	0.8666667	17
"31180"	2001-07-23 03:00:00	1.044	280	157	33	0	23	3.295	0.95	18
"31181"	2001-07-23 04:00:00	0.696	290	147	28	1	24	3.1025	0.85	15
"31182"	2001-07-23 05:00:00	0.696	290	160	32	1	29	3.0375	1	22
"31183"	2001-07-23 06:00:00	1.566	280	126	30	2	28	3.0575	0.925	17
"31184"	2001-07-23 07:00:00	1.566	300	114	34	3	27	3.0175	1	15
"31185"	2001-07-23 08:00:00	2.088	290	124	40	5	28	3.315	0.825	18
"31186"	2001-07-23 09:00:00	1.392	360	146	47	5	33	3.6975	0.9	25
"31187"	2001-07-23 10:00:00	2.436	220	120	47	6	35	3.5925	0.9	20
"31188"	2001-07-23 11:00:00	2.61	240	195	62	10	37	4.6825	1.375	28
"31189"	2001-07-23 12:00:00	3.306	270	189	61	11	43	4.6625	1.35	24
"31190"	2001-07-23 13:00:00	3.306	270	122	45	12	37	3.7375	0.8	21
"31191"	2001-07-23 14:00:00	3.306	250	111	45	14	35	3.89	1	21
"31192"	2001-07-23 15:00:00	3.132	270	250	40	11	42	6.845	1.875	35
"31193"	2001-07-23 16:00:00	2.958	270	206	63	9	41	5.26	2.4275	26
"31194"	2001-07-23 17:00:00	2.958	260	287	85	9	42	7.0575	2.78	25
"31195"	2001-07-23 18:00:00	2.436	250	389	104	4	45	8.9825	4.735	29
"31196"	2001-07-23 19:00:00	2.436	290	90	41	10	25	3.55	1.025	NA
"31197"	2001-07-23 20:00:00	2.784	290	68	37	9	25	4.685	0.675	17
"31198"	2001-07-23 21:00:00	2.784	300	73	37	6	25	4.96	0.675	16
"31199"	2001-07-23 22:00:00	3.306	290	71	30	7	20	3.015	0.65	12
"31200"	2001-07-23 23:00:00	1.74	290	53	25	8	15	1.815	0.45	9
"31201"	2001-07-24 00:00:00	0.87	280	56	26	7	15	1.54	0.425	7
"31202"	2001-07-24 01:00:00	0.696	270	77	30	3	14	1.623333	0.4666667	10
"31203"	2001-07-24 02:00:00	1.044	270	48	21	6	13	1.14	0.2666667	9
"31204"	2001-07-24 03:00:00	1.218	250	80	29	2	13	1.22	0.3	10
"31205"	2001-07-24 04:00:00	0.696	260	113	32	2	18	2.0325	0.525	14
"31206"	2001-07-24 05:00:00	1.566	290	144	34	2	22	2.865	0.65	24
"31207"	2001-07-24 06:00:00	1.74	290	147	35	3	29	2.97	0.85	16
"31208"	2001-07-24 07:00:00	1.914	280	121	35	4	26	2.395	0.875	15
"31209"	2001-07-24 08:00:00	2.784	300	117	36	7	27	2.6525	0.775	15
"31210"	2001-07-24 09:00:00	2.958	290	129	42	10	24	2.695	0.8	18
"31211"	2001-07-24 10:00:00	2.958	270	104	35	13	26	2.29	0.6	17
"31212"	2001-07-24 11:00:00	3.132	290	108	39	16	18	2.1375	0.85	16
"31213"	2001-07-24 12:00:00	3.306	290	118	40	17	24	2.5	0.875	17
"31214"	2001-07-24 13:00:00	3.306	270	134	49	17	24	2.7575	0.75	17
"31215"	2001-07-24 14:00:00	3.654	270	160	55	17	31	3.57	1.425	23
"31216"	2001-07-24 15:00:00	3.48	300	116	41	21	24	2.35	0.925	16
"31217"	2001-07-24 16:00:00	2.784	310	116	37	18	28	2.715	1.15	16
"31218"	2001-07-24 17:00:00	2.61	330	64	32	18	20	1.2175	0.875	14
"31219"	2001-07-24 18:00:00	2.262	330	70	34	16	20	1.5375	0.85	12
"31220"	2001-07-24 19:00:00	1.566	340	82	42	9	20	2.0325	0.625	20
"31221"	2001-07-24 20:00:00	2.088	340	88	41	4	24	1.7325	0.825	18
"31222"	2001-07-24 21:00:00	2.436	340	123	45	1	29	2.5625	1.025	21
"31223"	2001-07-24 22:00:00	1.74	340	92	39	2	25	1.945	0.9	17
"31224"	2001-07-24 23:00:00	1.392	340	78	36	1	23	1.6675	0.7	22
"31225"	2001-07-25 00:00:00	1.044	340	83	38	1	24	1.39	0.675	17
"31226"	2001-07-25 01:00:00	1.218	340	76	36	0	25	1.196667	0.6	19
"31227"	2001-07-25 02:00:00	1.218	330	53	33	1	23	1.283333	0.4333333	19
"31228"	2001-07-25 03:00:00	1.218	340	57	30	1	29	1.0275	0.4	22
"31229"	2001-07-25 04:00:00	0.87	350	70	30	1	26	1.2625	0.425	19
"31230"	2001-07-25 05:00:00	0.87	340	101	32	1	28	2.355	0.575	24
"31231"	2001-07-25 06:00:00	0.696	330	180	43	1	39	3.8275	1.125	34
"31232"	2001-07-25 07:00:00	1.74	120	266	54	4	62	6.115	2.005	40
"31233"	2001-07-25 08:00:00	2.436	130	281	82	4	74	6.5225	1.9025	47
"31234"	2001-07-25 09:00:00	2.958	200	175	64	12	50	4.4725	1.125	27
"31235"	2001-07-25 10:00:00	3.132	180	160	62	18	50	4.7025	0.875	33
"31236"	2001-07-25 11:00:00	4.002	150	171	62	17	NA	5.41	1.3	28
"31237"	2001-07-25 12:00:00	4.698	130	190	65	15	41	5.69	1.35	28
"31238"	2001-07-25 13:00:00	4.872	150	242	70	16	50	6.9725	1.45	34
"31239"	2001-07-25 14:00:00	4.35	160	313	107	16	45	8.2325	2.735	46
"31240"	2001-07-25 15:00:00	5.046	180	258	77	12	55	11.74	2.13	43
"31241"	2001-07-25 16:00:00	4.872	180	157	59	16	49	14.0475	1.9525	28
"31242"	2001-07-25 17:00:00	5.742	180	169	78	13	36	22.325	1.725	27
"31243"	2001-07-25 18:00:00	5.22	190	157	65	7	38	24.8475	1.55	24
"31244"	2001-07-25 19:00:00	4.35	190	166	62	3	26	15.8875	1.475	27
